case_id,idioma,categoria_real,categoria_predicha,segunda_categoria,correcta,posicion,term,feature_type,contribution,favours,contribution_abs
frontend_005,es_en,frontend,frontend,backend,True,9,pi ,char,-0.05772263596225616,backend,0.05772263596225616
frontend_005,es_en,frontend,frontend,backend,True,10,api,char,-0.054621007311165676,backend,0.054621007311165676
frontend_005,ru,frontend,frontend,backend,True,1,и,word,-0.33803096719164943,backend,0.33803096719164943
frontend_005,ru,frontend,frontend,backend,True,2,fetch,word,0.19071163695686846,frontend,0.19071163695686846
frontend_005,ru,frontend,frontend,backend,True,3,pi ,char,-0.10850706136915847,backend,0.10850706136915847
frontend_005,ru,frontend,frontend,backend,True,4,на,word,-0.10636685391311297,backend,0.10636685391311297
frontend_005,ru,frontend,frontend,backend,True,5,api,char,-0.10267661712873469,backend,0.10267661712873469
frontend_005,ru,frontend,frontend,backend,True,6,api ,char,-0.09844600338880134,backend,0.09844600338880134
frontend_005,ru,frontend,frontend,backend,True,7, и ,char,-0.0820535222114508,backend,0.0820535222114508
frontend_005,ru,frontend,frontend,backend,True,8, api,char,-0.0784402271898001,backend,0.0784402271898001
frontend_005,ru,frontend,frontend,backend,True,9,etch,char,0.0763418765161799,frontend,0.0763418765161799
frontend_005,ru,frontend,frontend,backend,True,10,fetc,char,0.0763418765161799,frontend,0.0763418765161799
